Lancio: 2020-03-17 23:26:36.956607
Iterazione: 148301 digits: 61481
Iterazione: 148321 digits: 61488
Iterazione: 148341 digits: 61496
Iterazione: 148361 digits: 61506
Iterazione: 148381 digits: 61515
Iterazione: 148401 digits: 61524
Iterazione: 148421 digits: 61532
Iterazione: 148441 digits: 61540
Iterazione: 148461 digits: 61548
Iterazione: 148481 digits: 61557
Iterazione: 148501 digits: 61566
Iterazione: 148521 digits: 61575
Iterazione: 148541 digits: 61584
Iterazione: 148561 digits: 61591
Iterazione: 148581 digits: 61599
Iterazione: 148601 digits: 61607
Iterazione: 148621 digits: 61614
Iterazione: 148641 digits: 61621
Iterazione: 148661 digits: 61628
Iterazione: 148681 digits: 61635
Iterazione: 148701 digits: 61642
Iterazione: 148721 digits: 61649
Iterazione: 148741 digits: 61658
Iterazione: 148761 digits: 61665
Iterazione: 148781 digits: 61674
Iterazione: 148801 digits: 61682
Iterazione: 148821 digits: 61690
Iterazione: 148841 digits: 61697
Iterazione: 148861 digits: 61705
Iterazione: 148881 digits: 61715
Iterazione: 148901 digits: 61722
Iterazione: 148921 digits: 61729
Iterazione: 148941 digits: 61738
Iterazione: 148961 digits: 61747
Iterazione: 148981 digits: 61756
Iterazione: 149001 digits: 61763
Iterazione: 149021 digits: 61773
Iterazione: 149041 digits: 61781
Iterazione: 149061 digits: 61788
Iterazione: 149081 digits: 61797
Iterazione: 149101 digits: 61806
Iterazione: 149121 digits: 61815
Iterazione: 149141 digits: 61823
Iterazione: 149161 digits: 61832
Iterazione: 149181 digits: 61841
Iterazione: 149201 digits: 61849
Iterazione: 149221 digits: 61856
Iterazione: 149241 digits: 61866
Iterazione: 149261 digits: 61875
Iterazione: 149281 digits: 61883
Iterazione: 149301 digits: 61893
Iterazione: 149321 digits: 61902
Iterazione: 149341 digits: 61909
Iterazione: 149361 digits: 61917
Iterazione: 149381 digits: 61925
Iterazione: 149401 digits: 61934
Iterazione: 149421 digits: 61942
Iterazione: 149441 digits: 61951
Iterazione: 149461 digits: 61959
Iterazione: 149481 digits: 61968
Iterazione: 149501 digits: 61977
Iterazione: 149521 digits: 61983
Iterazione: 149541 digits: 61990
Iterazione: 149561 digits: 61997
Iterazione: 149581 digits: 62003
Iterazione: 149601 digits: 62011
Iterazione: 149621 digits: 62020
Iterazione: 149641 digits: 62028
Iterazione: 149661 digits: 62036
Iterazione: 149681 digits: 62045
Iterazione: 149701 digits: 62052
Iterazione: 149721 digits: 62061
Iterazione: 149741 digits: 62067
Iterazione: 149761 digits: 62073
Iterazione: 149781 digits: 62082
Iterazione: 149801 digits: 62091
Iterazione: 149821 digits: 62099
Iterazione: 149841 digits: 62108
Iterazione: 149861 digits: 62116
Iterazione: 149881 digits: 62126
Iterazione: 149901 digits: 62136
Iterazione: 149921 digits: 62144
Iterazione: 149941 digits: 62154
Iterazione: 149961 digits: 62161
Iterazione: 149981 digits: 62169
Iterazione: 150001 digits: 62179
Iterazione: 150021 digits: 62187
Iterazione: 150041 digits: 62196
Iterazione: 150061 digits: 62204
Iterazione: 150081 digits: 62213
Iterazione: 150101 digits: 62218
Iterazione: 150121 digits: 62227
Iterazione: 150141 digits: 62236
Iterazione: 150161 digits: 62243
Iterazione: 150181 digits: 62252
Iterazione: 150201 digits: 62259
Iterazione: 150221 digits: 62265
Iterazione: 150241 digits: 62274
Iterazione: 150261 digits: 62282
Iterazione: 150281 digits: 62291
Iterazione: 150301 digits: 62299
Iterazione: 150321 digits: 62305
Iterazione: 150341 digits: 62314
Iterazione: 150361 digits: 62323
Iterazione: 150381 digits: 62330
Iterazione: 150401 digits: 62339
Iterazione: 150421 digits: 62348
Iterazione: 150441 digits: 62357
Iterazione: 150461 digits: 62366
Iterazione: 150481 digits: 62375
Iterazione: 150501 digits: 62384
Iterazione: 150521 digits: 62394
Iterazione: 150541 digits: 62403
Iterazione: 150561 digits: 62410
Iterazione: 150581 digits: 62417
Iterazione: 150601 digits: 62424
Iterazione: 150621 digits: 62433
Iterazione: 150641 digits: 62442
Iterazione: 150661 digits: 62450
Iterazione: 150681 digits: 62458
Iterazione: 150701 digits: 62466
Iterazione: 150721 digits: 62475
Iterazione: 150741 digits: 62485
Iterazione: 150761 digits: 62494
Iterazione: 150781 digits: 62502
Iterazione: 150801 digits: 62512
Iterazione: 150821 digits: 62520
Iterazione: 150841 digits: 62529
Iterazione: 150861 digits: 62538
Iterazione: 150881 digits: 62547
Iterazione: 150901 digits: 62556
Iterazione: 150921 digits: 62564
Iterazione: 150941 digits: 62573
Iterazione: 150961 digits: 62583
Iterazione: 150981 digits: 62588
Iterazione: 151001 digits: 62595
Iterazione: 151021 digits: 62603
Iterazione: 151041 digits: 62613
Iterazione: 151061 digits: 62621
Iterazione: 151081 digits: 62630
Iterazione: 151101 digits: 62639
Iterazione: 151121 digits: 62646
Iterazione: 151141 digits: 62654
Iterazione: 151161 digits: 62664
Iterazione: 151181 digits: 62671
Iterazione: 151201 digits: 62680
Iterazione: 151221 digits: 62689
Iterazione: 151241 digits: 62697
Iterazione: 151261 digits: 62705
Iterazione: 151281 digits: 62713
Iterazione: 151301 digits: 62722
Iterazione: 151321 digits: 62731
Iterazione: 151341 digits: 62737
Iterazione: 151361 digits: 62743
Iterazione: 151381 digits: 62752
Iterazione: 151401 digits: 62760
Iterazione: 151421 digits: 62769
Iterazione: 151441 digits: 62778
Iterazione: 151461 digits: 62785
Iterazione: 151481 digits: 62794
Iterazione: 151501 digits: 62802
Iterazione: 151521 digits: 62809
Iterazione: 151541 digits: 62815
Iterazione: 151561 digits: 62824
Iterazione: 151581 digits: 62833
Iterazione: 151601 digits: 62843
Iterazione: 151621 digits: 62851
Iterazione: 151641 digits: 62861
Iterazione: 151661 digits: 62869
Iterazione: 151681 digits: 62874
Iterazione: 151700 digits: 62882
Iterazione: 151719 digits: 62890
Iterazione: 151738 digits: 62899
Iterazione: 151757 digits: 62906
Iterazione: 151776 digits: 62913
Iterazione: 151795 digits: 62920
Iterazione: 151814 digits: 62928
Iterazione: 151833 digits: 62937
Iterazione: 151852 digits: 62943
Iterazione: 151871 digits: 62950
Iterazione: 151890 digits: 62956
Iterazione: 151909 digits: 62964
Iterazione: 151928 digits: 62973
Iterazione: 151947 digits: 62981
Iterazione: 151966 digits: 62988
Iterazione: 151985 digits: 62997
Iterazione: 152004 digits: 63006
Iterazione: 152023 digits: 63014
Iterazione: 152042 digits: 63019
Iterazione: 152061 digits: 63029
Iterazione: 152080 digits: 63036
Iterazione: 152099 digits: 63044
Iterazione: 152118 digits: 63052
Iterazione: 152137 digits: 63060
Iterazione: 152156 digits: 63068
Iterazione: 152175 digits: 63077
Iterazione: 152194 digits: 63085
Iterazione: 152213 digits: 63092
Iterazione: 152232 digits: 63099
Iterazione: 152251 digits: 63105
Iterazione: 152270 digits: 63112
Iterazione: 152289 digits: 63120
Iterazione: 152308 digits: 63128
Iterazione: 152327 digits: 63135
Iterazione: 152346 digits: 63144
Iterazione: 152365 digits: 63152
Iterazione: 152384 digits: 63162
Iterazione: 152403 digits: 63170
Iterazione: 152422 digits: 63178
Iterazione: 152441 digits: 63184
Iterazione: 152460 digits: 63189
Iterazione: 152479 digits: 63197
Iterazione: 152498 digits: 63204
Iterazione: 152517 digits: 63212
Iterazione: 152536 digits: 63220
Iterazione: 152555 digits: 63228
Iterazione: 152574 digits: 63236
Iterazione: 152593 digits: 63244
Iterazione: 152612 digits: 63252
Iterazione: 152631 digits: 63260
Iterazione: 152650 digits: 63269
Iterazione: 152669 digits: 63277
Iterazione: 152688 digits: 63285
Iterazione: 152707 digits: 63294
Iterazione: 152726 digits: 63302
Iterazione: 152745 digits: 63310
Iterazione: 152764 digits: 63318
Iterazione: 152783 digits: 63327
Iterazione: 152802 digits: 63335
Iterazione: 152821 digits: 63344
Iterazione: 152840 digits: 63352
Iterazione: 152859 digits: 63361
Iterazione: 152878 digits: 63367
Iterazione: 152897 digits: 63373
Iterazione: 152916 digits: 63381
Iterazione: 152935 digits: 63389
Iterazione: 152954 digits: 63396
Iterazione: 152973 digits: 63405
Iterazione: 152992 digits: 63412
Iterazione: 153011 digits: 63420
Iterazione: 153030 digits: 63429
Iterazione: 153049 digits: 63437
Iterazione: 153068 digits: 63445
Iterazione: 153087 digits: 63453
Iterazione: 153106 digits: 63460
Iterazione: 153125 digits: 63467
Iterazione: 153144 digits: 63475
Iterazione: 153163 digits: 63483
Iterazione: 153182 digits: 63490
Iterazione: 153201 digits: 63495
Iterazione: 153220 digits: 63504
Iterazione: 153239 digits: 63511
Iterazione: 153258 digits: 63519
Iterazione: 153277 digits: 63526
Iterazione: 153296 digits: 63535
Iterazione: 153315 digits: 63543
Iterazione: 153334 digits: 63551
Iterazione: 153353 digits: 63560
Iterazione: 153372 digits: 63567
Iterazione: 153391 digits: 63575
Iterazione: 153410 digits: 63583
Iterazione: 153429 digits: 63592
Iterazione: 153448 digits: 63597
Iterazione: 153467 digits: 63607
Iterazione: 153486 digits: 63615
Iterazione: 153505 digits: 63624
Iterazione: 153524 digits: 63629
Iterazione: 153543 digits: 63636
Iterazione: 153562 digits: 63644
Iterazione: 153581 digits: 63653
Iterazione: 153600 digits: 63659
Iterazione: 153619 digits: 63667
Iterazione: 153638 digits: 63673
Iterazione: 153657 digits: 63680
Iterazione: 153676 digits: 63687
Iterazione: 153695 digits: 63694
Iterazione: 153714 digits: 63701
Iterazione: 153733 digits: 63709
Iterazione: 153752 digits: 63716
Iterazione: 153771 digits: 63725
Iterazione: 153790 digits: 63733
Iterazione: 153809 digits: 63741
Iterazione: 153828 digits: 63748
Iterazione: 153847 digits: 63757
Iterazione: 153866 digits: 63765
Iterazione: 153885 digits: 63773
Iterazione: 153904 digits: 63781
Iterazione: 153923 digits: 63790
Iterazione: 153942 digits: 63798
Iterazione: 153961 digits: 63806
Iterazione: 153980 digits: 63816
Iterazione: 153999 digits: 63824
Iterazione: 154018 digits: 63831
Iterazione: 154037 digits: 63837
Iterazione: 154056 digits: 63844
Iterazione: 154075 digits: 63850
Iterazione: 154094 digits: 63856
Iterazione: 154113 digits: 63865
Iterazione: 154132 digits: 63871
Iterazione: 154151 digits: 63881
Iterazione: 154170 digits: 63888
Iterazione: 154189 digits: 63896
Iterazione: 154208 digits: 63904
Iterazione: 154227 digits: 63910
Iterazione: 154246 digits: 63917
Iterazione: 154265 digits: 63922
Iterazione: 154284 digits: 63930
Iterazione: 154303 digits: 63938
Iterazione: 154322 digits: 63945
Iterazione: 154341 digits: 63952
Iterazione: 154360 digits: 63961
Iterazione: 154379 digits: 63968
Iterazione: 154398 digits: 63976
Iterazione: 154417 digits: 63984
Iterazione: 154436 digits: 63993
Iterazione: 154455 digits: 64000
Iterazione: 154474 digits: 64007
Iterazione: 154493 digits: 64016
Iterazione: 154512 digits: 64023
Iterazione: 154531 digits: 64031
Iterazione: 154550 digits: 64039
Iterazione: 154569 digits: 64045
Iterazione: 154588 digits: 64053
Iterazione: 154607 digits: 64060
Iterazione: 154626 digits: 64067
Iterazione: 154645 digits: 64076
Iterazione: 154664 digits: 64084
Iterazione: 154683 digits: 64091
Iterazione: 154702 digits: 64099
Iterazione: 154721 digits: 64107
Iterazione: 154740 digits: 64115
Iterazione: 154759 digits: 64124
Iterazione: 154778 digits: 64133
Iterazione: 154797 digits: 64141
Iterazione: 154816 digits: 64150
Iterazione: 154835 digits: 64156
Iterazione: 154854 digits: 64164
Iterazione: 154873 digits: 64170
Iterazione: 154892 digits: 64177
Iterazione: 154911 digits: 64185
Iterazione: 154930 digits: 64191
Iterazione: 154949 digits: 64200
Iterazione: 154968 digits: 64207
Iterazione: 154987 digits: 64213
Iterazione: 155006 digits: 64223
Iterazione: 155025 digits: 64231
Iterazione: 155044 digits: 64239
Iterazione: 155063 digits: 64245
Iterazione: 155082 digits: 64255
Iterazione: 155101 digits: 64263
Iterazione: 155120 digits: 64271
Iterazione: 155139 digits: 64280
Iterazione: 155158 digits: 64286
Iterazione: 155177 digits: 64295
Iterazione: 155196 digits: 64303
Iterazione: 155215 digits: 64312
Iterazione: 155234 digits: 64321
Iterazione: 155253 digits: 64330
Iterazione: 155272 digits: 64337
Iterazione: 155291 digits: 64344
Iterazione: 155310 digits: 64352
Iterazione: 155329 digits: 64360
Iterazione: 155348 digits: 64368
Iterazione: 155367 digits: 64376
Iterazione: 155386 digits: 64382
Iterazione: 155405 digits: 64390
Iterazione: 155424 digits: 64399
Iterazione: 155443 digits: 64407
Iterazione: 155462 digits: 64415
Iterazione: 155481 digits: 64422
Iterazione: 155500 digits: 64430
Iterazione: 155519 digits: 64439
Iterazione: 155538 digits: 64447
Iterazione: 155557 digits: 64456
Iterazione: 155576 digits: 64463
Iterazione: 155595 digits: 64470
Iterazione: 155614 digits: 64478
Iterazione: 155633 digits: 64486
Iterazione: 155652 digits: 64492
Iterazione: 155671 digits: 64501
Iterazione: 155690 digits: 64509
Iterazione: 155709 digits: 64518
Iterazione: 155728 digits: 64526
Iterazione: 155747 digits: 64535
Iterazione: 155766 digits: 64544
Iterazione: 155785 digits: 64552
Iterazione: 155804 digits: 64561
Iterazione: 155823 digits: 64567
Iterazione: 155842 digits: 64573
Iterazione: 155861 digits: 64582
Iterazione: 155880 digits: 64589
Iterazione: 155898 digits: 64596
Iterazione: 155916 digits: 64604
Iterazione: 155935 digits: 64611
Iterazione: 155953 digits: 64616
Iterazione: 155972 digits: 64624
Iterazione: 155991 digits: 64631
Iterazione: 156009 digits: 64640
Iterazione: 156027 digits: 64648
Iterazione: 156045 digits: 64656
Iterazione: 156063 digits: 64663
Iterazione: 156081 digits: 64670
Iterazione: 156099 digits: 64678
Iterazione: 156117 digits: 64686
Iterazione: 156135 digits: 64695
Iterazione: 156153 digits: 64700
Iterazione: 156171 digits: 64708
Iterazione: 156189 digits: 64715
Iterazione: 156207 digits: 64721
Iterazione: 156225 digits: 64728
Iterazione: 156243 digits: 64737
Iterazione: 156261 digits: 64745
Iterazione: 156279 digits: 64751
Iterazione: 156297 digits: 64758
Iterazione: 156315 digits: 64764
Iterazione: 156333 digits: 64773
Iterazione: 156351 digits: 64780
Iterazione: 156369 digits: 64789
Iterazione: 156387 digits: 64796
Iterazione: 156405 digits: 64804
Iterazione: 156423 digits: 64812
Iterazione: 156441 digits: 64819
Iterazione: 156459 digits: 64825
Iterazione: 156477 digits: 64832
Iterazione: 156495 digits: 64841
Iterazione: 156513 digits: 64849
Iterazione: 156531 digits: 64857
Iterazione: 156549 digits: 64864
Iterazione: 156567 digits: 64872
Iterazione: 156585 digits: 64880
Iterazione: 156603 digits: 64888
Iterazione: 156621 digits: 64895
Iterazione: 156639 digits: 64902
Iterazione: 156657 digits: 64910
Iterazione: 156675 digits: 64918
Iterazione: 156693 digits: 64925
Iterazione: 156711 digits: 64933
Iterazione: 156729 digits: 64941
Iterazione: 156747 digits: 64949
Iterazione: 156765 digits: 64958
Iterazione: 156783 digits: 64965
Iterazione: 156801 digits: 64973
Iterazione: 156819 digits: 64981
Iterazione: 156837 digits: 64989
Iterazione: 156855 digits: 64997
Iterazione: 156873 digits: 65004
Iterazione: 156891 digits: 65012
Iterazione: 156909 digits: 65020
Iterazione: 156927 digits: 65028
Iterazione: 156945 digits: 65036
Iterazione: 156963 digits: 65042
Iterazione: 156981 digits: 65046
Iterazione: 156999 digits: 65054
Iterazione: 157017 digits: 65063
Iterazione: 157035 digits: 65072
Iterazione: 157053 digits: 65079
Iterazione: 157071 digits: 65088
Iterazione: 157089 digits: 65095
Iterazione: 157107 digits: 65103
Iterazione: 157125 digits: 65111
Iterazione: 157143 digits: 65119
Iterazione: 157161 digits: 65127
Iterazione: 157179 digits: 65133
Iterazione: 157197 digits: 65141
Iterazione: 157215 digits: 65149
Iterazione: 157233 digits: 65157
Iterazione: 157251 digits: 65165
Iterazione: 157269 digits: 65170
Iterazione: 157287 digits: 65179
Iterazione: 157305 digits: 65186
Iterazione: 157323 digits: 65194
Iterazione: 157341 digits: 65203
Iterazione: 157359 digits: 65210
Iterazione: 157377 digits: 65218
Iterazione: 157395 digits: 65226
Iterazione: 157413 digits: 65232
Iterazione: 157431 digits: 65238
Iterazione: 157449 digits: 65246
Iterazione: 157467 digits: 65253
Iterazione: 157485 digits: 65261
Iterazione: 157503 digits: 65268
Iterazione: 157521 digits: 65276
Iterazione: 157539 digits: 65284
Iterazione: 157557 digits: 65293
Iterazione: 157575 digits: 65299
Iterazione: 157593 digits: 65305
Iterazione: 157611 digits: 65311
Iterazione: 157629 digits: 65316
Iterazione: 157647 digits: 65321
Iterazione: 157665 digits: 65330
Iterazione: 157683 digits: 65337
Iterazione: 157701 digits: 65345
Iterazione: 157719 digits: 65353
Iterazione: 157737 digits: 65360
Iterazione: 157755 digits: 65368
Iterazione: 157773 digits: 65377
Iterazione: 157791 digits: 65383
Iterazione: 157809 digits: 65390
Iterazione: 157827 digits: 65399
Iterazione: 157845 digits: 65406
Iterazione: 157863 digits: 65414
Iterazione: 157881 digits: 65421
Iterazione: 157899 digits: 65426
Iterazione: 157917 digits: 65434
Iterazione: 157935 digits: 65442
Iterazione: 157953 digits: 65450
Iterazione: 157971 digits: 65459
Iterazione: 157989 digits: 65466
Iterazione: 158007 digits: 65474
Iterazione: 158025 digits: 65482
Iterazione: 158043 digits: 65490
Iterazione: 158061 digits: 65498
Iterazione: 158079 digits: 65504
Iterazione: 158097 digits: 65513
Iterazione: 158115 digits: 65521
Iterazione: 158133 digits: 65528
Iterazione: 158151 digits: 65534
Iterazione: 158169 digits: 65541
Iterazione: 158187 digits: 65549
Iterazione: 158205 digits: 65557
Iterazione: 158223 digits: 65565
Iterazione: 158241 digits: 65572
Iterazione: 158259 digits: 65579
Iterazione: 158277 digits: 65586
Iterazione: 158295 digits: 65592
Iterazione: 158313 digits: 65600
Iterazione: 158331 digits: 65608
Iterazione: 158349 digits: 65616
Iterazione: 158367 digits: 65624
Iterazione: 158385 digits: 65632
Iterazione: 158403 digits: 65639
Iterazione: 158421 digits: 65647
Iterazione: 158439 digits: 65655
Iterazione: 158457 digits: 65664
Iterazione: 158475 digits: 65672
Iterazione: 158493 digits: 65679
Iterazione: 158511 digits: 65686
Iterazione: 158529 digits: 65693
Iterazione: 158547 digits: 65700
Iterazione: 158565 digits: 65706
Iterazione: 158583 digits: 65714
Iterazione: 158601 digits: 65719
Iterazione: 158619 digits: 65724
Iterazione: 158637 digits: 65733
Iterazione: 158655 digits: 65742
Iterazione: 158673 digits: 65749
Iterazione: 158691 digits: 65755
Iterazione: 158709 digits: 65761
Iterazione: 158727 digits: 65768
Iterazione: 158745 digits: 65775
Iterazione: 158763 digits: 65781
Iterazione: 158781 digits: 65789
Iterazione: 158799 digits: 65796
Iterazione: 158817 digits: 65803
Iterazione: 158835 digits: 65808
Iterazione: 158853 digits: 65814
Iterazione: 158871 digits: 65821
Iterazione: 158889 digits: 65830
Iterazione: 158907 digits: 65838
Iterazione: 158925 digits: 65846
Iterazione: 158943 digits: 65855
Iterazione: 158961 digits: 65862
Iterazione: 158979 digits: 65870
Iterazione: 158997 digits: 65878
Iterazione: 159015 digits: 65886
Iterazione: 159033 digits: 65891
Iterazione: 159051 digits: 65899
Iterazione: 159069 digits: 65907
Iterazione: 159087 digits: 65915
Iterazione: 159105 digits: 65922
Iterazione: 159123 digits: 65930
Iterazione: 159141 digits: 65937
Iterazione: 159159 digits: 65944
Iterazione: 159177 digits: 65952
Iterazione: 159195 digits: 65959
Iterazione: 159213 digits: 65968
Iterazione: 159231 digits: 65975
Iterazione: 159249 digits: 65984
Iterazione: 159267 digits: 65992
Iterazione: 159285 digits: 66000
Iterazione: 159303 digits: 66008
Iterazione: 159321 digits: 66016
Iterazione: 159339 digits: 66024
Iterazione: 159357 digits: 66030
Iterazione: 159375 digits: 66037
Iterazione: 159393 digits: 66045
Iterazione: 159411 digits: 66052
Iterazione: 159429 digits: 66059
Iterazione: 159447 digits: 66066
Iterazione: 159465 digits: 66073
Iterazione: 159483 digits: 66082
Iterazione: 159501 digits: 66090
Iterazione: 159519 digits: 66095
Iterazione: 159537 digits: 66103
Iterazione: 159555 digits: 66110
Iterazione: 159573 digits: 66115
Iterazione: 159591 digits: 66121
Iterazione: 159609 digits: 66127
Iterazione: 159627 digits: 66133
Iterazione: 159645 digits: 66138
Iterazione: 159663 digits: 66145
Iterazione: 159681 digits: 66152
Iterazione: 159699 digits: 66160
Iterazione: 159717 digits: 66168
Iterazione: 159735 digits: 66176
Iterazione: 159753 digits: 66184
Iterazione: 159771 digits: 66193
Iterazione: 159789 digits: 66200
Iterazione: 159807 digits: 66208
Iterazione: 159825 digits: 66215
Iterazione: 159843 digits: 66222
Iterazione: 159861 digits: 66229
Iterazione: 159879 digits: 66236
Iterazione: 159897 digits: 66242
Iterazione: 159915 digits: 66248
Iterazione: 159933 digits: 66255
Iterazione: 159951 digits: 66261
Iterazione: 159969 digits: 66269
Iterazione: 159987 digits: 66277
Iterazione: 160005 digits: 66285
Iterazione: 160023 digits: 66292
Iterazione: 160041 digits: 66302
Iterazione: 160059 digits: 66308
Iterazione: 160077 digits: 66317
Iterazione: 160095 digits: 66322
Iterazione: 160113 digits: 66329
Iterazione: 160131 digits: 66336
Iterazione: 160149 digits: 66344
Iterazione: 160167 digits: 66352
Iterazione: 160185 digits: 66360
Iterazione: 160203 digits: 66368
Iterazione: 160221 digits: 66374
Iterazione: 160239 digits: 66381
Iterazione: 160257 digits: 66390
Iterazione: 160275 digits: 66396
Iterazione: 160293 digits: 66404
Iterazione: 160311 digits: 66411
Iterazione: 160329 digits: 66419
Iterazione: 160347 digits: 66426
Iterazione: 160365 digits: 66433
Iterazione: 160383 digits: 66442
Iterazione: 160401 digits: 66449
Iterazione: 160419 digits: 66455
Iterazione: 160437 digits: 66459
Iterazione: 160454 digits: 66467
Iterazione: 160472 digits: 66475
Iterazione: 160490 digits: 66481
Iterazione: 160508 digits: 66489
Iterazione: 160525 digits: 66498
Iterazione: 160542 digits: 66504
Iterazione: 160559 digits: 66512
Iterazione: 160576 digits: 66519
Iterazione: 160594 digits: 66526
Iterazione: 160611 digits: 66532
Iterazione: 160628 digits: 66539
Iterazione: 160645 digits: 66546
Iterazione: 160662 digits: 66552
Iterazione: 160679 digits: 66559
Iterazione: 160696 digits: 66566
Iterazione: 160713 digits: 66575
Iterazione: 160730 digits: 66582
Iterazione: 160747 digits: 66589
Iterazione: 160764 digits: 66597
Iterazione: 160781 digits: 66604
Iterazione: 160798 digits: 66612
Iterazione: 160815 digits: 66620
Iterazione: 160832 digits: 66627
Iterazione: 160849 digits: 66635
Iterazione: 160866 digits: 66643
Iterazione: 160883 digits: 66651
Iterazione: 160900 digits: 66657
Iterazione: 160917 digits: 66664
Iterazione: 160934 digits: 66671
Iterazione: 160951 digits: 66679
Iterazione: 160968 digits: 66686
Iterazione: 160985 digits: 66695
Iterazione: 161002 digits: 66701
Iterazione: 161019 digits: 66708
Iterazione: 161036 digits: 66716
Iterazione: 161053 digits: 66722
Iterazione: 161070 digits: 66729
Iterazione: 161087 digits: 66736
Iterazione: 161104 digits: 66742
Iterazione: 161121 digits: 66747
Iterazione: 161138 digits: 66753
Iterazione: 161155 digits: 66759
Iterazione: 161172 digits: 66765
Iterazione: 161189 digits: 66772
Iterazione: 161206 digits: 66780
Iterazione: 161223 digits: 66787
Iterazione: 161240 digits: 66795
Iterazione: 161257 digits: 66802
Iterazione: 161274 digits: 66808
Iterazione: 161291 digits: 66816
Iterazione: 161308 digits: 66823
Iterazione: 161325 digits: 66831
Iterazione: 161342 digits: 66840
Iterazione: 161359 digits: 66845
Iterazione: 161376 digits: 66852
Iterazione: 161393 digits: 66859
Iterazione: 161410 digits: 66866
Iterazione: 161427 digits: 66873
Iterazione: 161444 digits: 66880
Iterazione: 161461 digits: 66887
Iterazione: 161478 digits: 66895
Iterazione: 161495 digits: 66901
Iterazione: 161512 digits: 66908
Iterazione: 161529 digits: 66916
Iterazione: 161546 digits: 66925
Iterazione: 161563 digits: 66931
Iterazione: 161580 digits: 66937
Iterazione: 161597 digits: 66942
Iterazione: 161614 digits: 66947
Iterazione: 161631 digits: 66954
Iterazione: 161648 digits: 66961
Iterazione: 161665 digits: 66969
Iterazione: 161682 digits: 66976
Iterazione: 161699 digits: 66984
Iterazione: 161716 digits: 66991
Iterazione: 161733 digits: 66998
Iterazione: 161750 digits: 67006
Iterazione: 161767 digits: 67014
Iterazione: 161784 digits: 67020
Iterazione: 161801 digits: 67026
Iterazione: 161818 digits: 67031
Iterazione: 161835 digits: 67037
Iterazione: 161852 digits: 67045
Iterazione: 161869 digits: 67052
Iterazione: 161886 digits: 67058
Iterazione: 161903 digits: 67066
Iterazione: 161920 digits: 67073
Iterazione: 161937 digits: 67082
Iterazione: 161954 digits: 67087
Iterazione: 161971 digits: 67095
Iterazione: 161988 digits: 67104
Iterazione: 162005 digits: 67111
Iterazione: 162022 digits: 67117
Iterazione: 162039 digits: 67124
Iterazione: 162056 digits: 67132
Iterazione: 162073 digits: 67140
Iterazione: 162090 digits: 67146
Iterazione: 162107 digits: 67152
Iterazione: 162124 digits: 67157
Iterazione: 162141 digits: 67164
Iterazione: 162158 digits: 67169
Iterazione: 162175 digits: 67175
Iterazione: 162192 digits: 67183
Iterazione: 162209 digits: 67191
Iterazione: 162226 digits: 67198
Iterazione: 162243 digits: 67206
Iterazione: 162260 digits: 67212
Iterazione: 162277 digits: 67219
Iterazione: 162294 digits: 67225
Iterazione: 162311 digits: 67233
Iterazione: 162328 digits: 67240
Iterazione: 162345 digits: 67247
Iterazione: 162362 digits: 67255
Iterazione: 162379 digits: 67263
Iterazione: 162396 digits: 67271
Iterazione: 162413 digits: 67278
Iterazione: 162430 digits: 67286
Iterazione: 162447 digits: 67293
Iterazione: 162464 digits: 67301
Iterazione: 162481 digits: 67308
Iterazione: 162498 digits: 67315
Iterazione: 162515 digits: 67323
Iterazione: 162532 digits: 67329
Iterazione: 162549 digits: 67336
Iterazione: 162566 digits: 67342
Iterazione: 162583 digits: 67350
Iterazione: 162600 digits: 67356
Iterazione: 162617 digits: 67364
Iterazione: 162634 digits: 67371
Iterazione: 162651 digits: 67379
Iterazione: 162668 digits: 67385
Iterazione: 162685 digits: 67392
Iterazione: 162702 digits: 67400
Iterazione: 162719 digits: 67407
Iterazione: 162736 digits: 67415
Iterazione: 162753 digits: 67422
Iterazione: 162770 digits: 67429
Iterazione: 162787 digits: 67437
Iterazione: 162804 digits: 67442
Iterazione: 162821 digits: 67449
Iterazione: 162838 digits: 67457
Iterazione: 162855 digits: 67464
Iterazione: 162872 digits: 67472
Iterazione: 162889 digits: 67480
Iterazione: 162906 digits: 67488
Iterazione: 162923 digits: 67493
Iterazione: 162940 digits: 67499
Iterazione: 162957 digits: 67506
Iterazione: 162974 digits: 67513
Iterazione: 162991 digits: 67520
Iterazione: 163008 digits: 67528
Iterazione: 163025 digits: 67535
Iterazione: 163042 digits: 67542
Iterazione: 163059 digits: 67547
Iterazione: 163076 digits: 67554
Iterazione: 163093 digits: 67560
Iterazione: 163110 digits: 67568
Iterazione: 163127 digits: 67576
Iterazione: 163144 digits: 67582
Iterazione: 163161 digits: 67589
Iterazione: 163178 digits: 67597
Iterazione: 163195 digits: 67604
Iterazione: 163212 digits: 67612
Iterazione: 163229 digits: 67620
Iterazione: 163246 digits: 67627
Iterazione: 163263 digits: 67634
Iterazione: 163280 digits: 67641
Iterazione: 163297 digits: 67648
Iterazione: 163314 digits: 67657
Iterazione: 163331 digits: 67665
Iterazione: 163348 digits: 67672
Iterazione: 163365 digits: 67680
Iterazione: 163382 digits: 67686
Iterazione: 163399 digits: 67693
Iterazione: 163416 digits: 67701
Iterazione: 163433 digits: 67706
Iterazione: 163450 digits: 67712
Iterazione: 163467 digits: 67718
